Record No,Programme code,Study Year,Academic Year,Course,Course Type
R636,10011,3,2023-2024,1278,elective
R637,10011,3,2023-2024,1263,elective
R638,10011,3,2023-2024,1141,elective
R639,10011,3,2023-2024,1118,elective
R640,10012,1,2013-2014,1149,compulsory
R641,10012,1,2013-2014,1147,compulsory
R642,10012,1,2013-2014,1187,compulsory-elective
R643,10012,1,2013-2014,1179,compulsory-elective
R644,10012,1,2013-2014,1173,compulsory-elective
R645,10012,1,2013-2014,1100,compulsory-elective
R646,10012,1,2013-2014,1253,elective
R647,10012,1,2013-2014,1231,elective
R648,10012,1,2013-2014,1202,elective
R649,10012,1,2013-2014,1200,elective
R650,10012,1,2013-2014,1181,elective
R651,10012,1,2013-2014,1091,elective
R652,10012,1,2014-2015,1158,compulsory
R653,10012,1,2014-2015,1037,compulsory
R654,10012,1,2014-2015,1162,compulsory-elective
R655,10012,1,2014-2015,1081,compulsory-elective
R656,10012,1,2014-2015,1075,compulsory-elective
R657,10012,1,2014-2015,1049,compulsory-elective
R658,10012,1,2014-2015,1263,elective
R659,10012,1,2014-2015,1207,elective
R660,10012,1,2014-2015,1108,elective
R661,10012,1,2014-2015,1080,elective
R662,10012,1,2014-2015,1054,elective
R663,10012,1,2014-2015,1051,elective
R664,10012,1,2015-2016,1146,compulsory
R665,10012,1,2015-2016,1246,compulsory-elective
R666,10012,1,2015-2016,1098,compulsory-elective
R667,10012,1,2015-2016,1097,compulsory-elective
R668,10012,1,2015-2016,1207,elective
R669,10012,1,2015-2016,1206,elective
R670,10012,1,2015-2016,1189,elective
R671,10012,1,2015-2016,1161,elective
R672,10012,1,2015-2016,1129,elective
R673,10012,1,2015-2016,1090,elective
R674,10012,1,2016-2017,1209,compulsory
R675,10012,1,2016-2017,1050,compulsory
R676,10012,1,2016-2017,1240,compulsory-elective
R677,10012,1,2016-2017,1137,compulsory-elective
R678,10012,1,2016-2017,1134,compulsory-elective
R679,10012,1,2016-2017,1039,compulsory-elective
R680,10012,1,2016-2017,1281,elective
R681,10012,1,2016-2017,1265,elective
R682,10012,1,2016-2017,1156,elective
R683,10012,1,2016-2017,1060,elective
R684,10012,1,2016-2017,1037,elective
R685,10012,1,2017-2018,1292,compulsory
R686,10012,1,2017-2018,1257,compulsory-elective
R687,10012,1,2017-2018,1250,compulsory-elective
R688,10012,1,2017-2018,1293,elective
R689,10012,1,2017-2018,1247,elective
R690,10012,1,2017-2018,1073,elective
R691,10012,1,2017-2018,1019,elective
R692,10012,1,2018-2019,1297,compulsory
R693,10012,1,2018-2019,1078,compulsory
R694,10012,1,2018-2019,1086,compulsory
R695,10012,1,2018-2019,1003,compulsory
R696,10012,1,2018-2019,1294,elective
R697,10012,1,2018-2019,1215,elective
R698,10012,1,2018-2019,1120,elective
R699,10012,1,2018-2019,1042,elective
R700,10012,1,2019-2020,1139,compulsory
R701,10012,1,2019-2020,1270,compulsory-elective
R702,10012,1,2019-2020,1198,compulsory-elective
R703,10012,1,2019-2020,1164,compulsory-elective
R704,10012,1,2019-2020,1273,elective
R705,10012,1,2019-2020,1105,elective
R706,10012,1,2019-2020,1070,elective
R707,10012,1,2019-2020,1042,elective
R708,10012,1,2019-2020,1031,elective
R709,10012,1,2020-2021,1106,compulsory
R710,10012,1,2020-2021,1160,compulsory-elective
R711,10012,1,2020-2021,1091,compulsory-elective
R712,10012,1,2020-2021,1062,compulsory-elective
R713,10012,1,2020-2021,1265,elective
R714,10012,1,2020-2021,1175,elective
R715,10012,1,2020-2021,1142,elective
R716,10012,1,2020-2021,1077,elective
R717,10012,1,2020-2021,1012,elective
R718,10012,1,2021-2022,1231,compulsory
R719,10012,1,2021-2022,1026,compulsory
R720,10012,1,2021-2022,1274,compulsory-elective
R721,10012,1,2021-2022,1260,compulsory-elective
R722,10012,1,2021-2022,1039,compulsory-elective
R723,10012,1,2021-2022,1029,compulsory-elective
R724,10012,1,2021-2022,1279,elective
R725,10012,1,2021-2022,1155,elective
R726,10012,1,2021-2022,1137,elective
R727,10012,1,2021-2022,1089,elective
R728,10012,1,2021-2022,1074,elective
R729,10012,1,2021-2022,1010,elective
R730,10012,1,2022-2023,1071,compulsory
R731,10012,1,2022-2023,1076,compulsory-elective
R732,10012,1,2022-2023,1044,compulsory-elective
R733,10012,1,2022-2023,1009,compulsory-elective
R734,10012,1,2022-2023,1270,elective
R735,10012,1,2022-2023,1197,elective
R736,10012,1,2022-2023,1155,elective
R737,10012,1,2022-2023,1152,elective
R738,10012,1,2022-2023,1078,elective
R739,10012,1,2023-2024,1068,compulsory
R740,10012,1,2023-2024,1012,compulsory
R741,10012,1,2023-2024,1186,compulsory-elective
R742,10012,1,2023-2024,1169,compulsory-elective
R743,10012,1,2023-2024,1072,compulsory-elective
R744,10012,1,2023-2024,1267,elective
R745,10012,1,2023-2024,1197,elective
R746,10012,1,2023-2024,1161,elective
R747,10012,1,2023-2024,1065,elective
R748,10012,1,2023-2024,1062,elective
R749,10012,1,2023-2024,1006,elective
R750,10012,2,2013-2014,1163,compulsory
R751,10012,2,2013-2014,1292,compulsory-elective
R752,10012,2,2013-2014,1227,compulsory-elective
R753,10012,2,2013-2014,1197,compulsory-elective
R754,10012,2,2013-2014,1299,elective
R755,10012,2,2013-2014,1181,elective
R756,10012,2,2013-2014,1170,elective
R757,10012,2,2013-2014,1010,elective
R758,10012,2,2014-2015,1248,compulsory
R759,10012,2,2014-2015,1105,compulsory-elective
R760,10012,2,2014-2015,1065,compulsory-elective
R761,10012,2,2014-2015,1043,compulsory-elective
R762,10012,2,2014-2015,1008,compulsory-elective
R763,10012,2,2014-2015,1218,compulsory-elective
R764,10012,2,2014-2015,1217,compulsory-elective
R765,10012,2,2014-2015,1208,compulsory-elective
R766,10012,2,2014-2015,1037,compulsory-elective
R767,10012,2,2015-2016,1291,compulsory
R768,10012,2,2015-2016,1208,compulsory
R769,10012,2,2015-2016,1287,compulsory
R770,10012,2,2015-2016,1066,compulsory
R771,10012,2,2015-2016,1279,elective
R772,10012,2,2015-2016,1153,elective
R773,10012,2,2015-2016,1110,elective
R774,10012,2,2015-2016,1108,elective
R775,10012,2,2015-2016,1080,elective
R776,10012,2,2015-2016,1054,elective
R777,10012,2,2016-2017,1265,compulsory
R778,10012,2,2016-2017,1222,compulsory
R779,10012,2,2016-2017,1067,compulsory-elective
R780,10012,2,2016-2017,1038,compulsory-elective
R781,10012,2,2016-2017,1006,compulsory-elective
R782,10012,2,2016-2017,1185,elective
R783,10012,2,2016-2017,1173,elective
R784,10012,2,2016-2017,1095,elective
R785,10012,2,2016-2017,1083,elective
R786,10012,2,2016-2017,1066,elective
R787,10012,2,2016-2017,1025,elective
R788,10012,2,2017-2018,1101,compulsory
R789,10012,2,2017-2018,1239,compulsory-elective
R790,10012,2,2017-2018,1102,compulsory-elective
R791,10012,2,2017-2018,1100,compulsory-elective
R792,10012,2,2017-2018,1238,elective
R793,10012,2,2017-2018,1128,elective
R794,10012,2,2017-2018,1125,elective
R795,10012,2,2017-2018,1119,elective
R796,10012,2,2018-2019,1142,compulsory
R797,10012,2,2018-2019,1218,compulsory-elective
R798,10012,2,2018-2019,1145,compulsory-elective
R799,10012,2,2018-2019,1135,compulsory-elective
R800,10012,2,2018-2019,1117,compulsory-elective
R801,10012,2,2018-2019,1199,elective
R802,10012,2,2018-2019,1172,elective
R803,10012,2,2018-2019,1092,elective
R804,10012,2,2018-2019,1090,elective
R805,10012,2,2018-2019,1041,elective
R806,10012,2,2018-2019,1028,elective
R807,10012,2,2019-2020,1009,compulsory
R808,10012,2,2019-2020,1285,compulsory-elective
R809,10012,2,2019-2020,1004,compulsory-elective
R810,10012,2,2019-2020,1186,elective
R811,10012,2,2019-2020,1176,elective
R812,10012,2,2019-2020,1141,elective
R813,10012,2,2019-2020,1127,elective
R814,10012,2,2019-2020,1105,elective
R815,10012,2,2020-2021,1249,compulsory
R816,10012,2,2020-2021,1013,compulsory
R817,10012,2,2020-2021,1226,compulsory-elective
R818,10012,2,2020-2021,1104,compulsory-elective
R819,10012,2,2020-2021,1094,compulsory-elective
R820,10012,2,2020-2021,1032,compulsory-elective
R821,10012,2,2020-2021,1266,elective
R822,10012,2,2020-2021,1245,elective
R823,10012,2,2020-2021,1212,elective
R824,10012,2,2020-2021,1201,elective
R825,10012,2,2020-2021,1184,elective
R826,10012,2,2020-2021,1121,elective
R827,10012,2,2021-2022,1284,compulsory
R828,10012,2,2021-2022,1173,compulsory-elective
R829,10012,2,2021-2022,1162,compulsory-elective
R830,10012,2,2021-2022,1111,compulsory-elective
R831,10012,2,2021-2022,1107,compulsory-elective
R832,10012,2,2021-2022,1183,compulsory-elective
R833,10012,2,2021-2022,1168,compulsory-elective
R834,10012,2,2021-2022,1120,compulsory-elective
R835,10012,2,2021-2022,1075,compulsory-elective
R836,10012,2,2022-2023,1035,compulsory
R837,10012,2,2022-2023,1233,compulsory-elective
R838,10012,2,2022-2023,1213,compulsory-elective
R839,10012,2,2022-2023,1212,elective
R840,10012,2,2022-2023,1109,elective
R841,10012,2,2022-2023,1054,elective
R842,10012,2,2022-2023,1012,elective
R843,10012,2,2023-2024,1293,compulsory
R844,10012,2,2023-2024,1269,compulsory-elective
R845,10012,2,2023-2024,1206,compulsory-elective
R846,10012,2,2023-2024,1005,compulsory-elective
R847,10012,2,2023-2024,1229,elective
R848,10012,2,2023-2024,1212,elective
R849,10012,2,2023-2024,1141,elective
R850,10012,2,2023-2024,1109,elective
R851,10012,3,2013-2014,1248,compulsory
R852,10012,3,2013-2014,1004,compulsory
R853,10012,3,2013-2014,1275,compulsory-elective
R854,10012,3,2013-2014,1236,compulsory-elective
R855,10012,3,2013-2014,1158,compulsory-elective
R856,10012,3,2013-2014,1297,elective
R857,10012,3,2013-2014,1195,elective
R858,10012,3,2013-2014,1192,elective
R859,10012,3,2013-2014,1042,elective
R860,10012,3,2013-2014,1009,elective
R861,10012,3,2014-2015,1264,compulsory
R862,10012,3,2014-2015,1118,compulsory
R863,10012,3,2014-2015,1201,compulsory-elective
R864,10012,3,2014-2015,1183,compulsory-elective
R865,10012,3,2014-2015,1030,compulsory-elective
R866,10012,3,2014-2015,1239,elective
R867,10012,3,2014-2015,1160,elective
R868,10012,3,2014-2015,1039,elective
R869,10012,3,2014-2015,1005,elective
R870,10012,3,2015-2016,1201,compulsory
R871,10012,3,2015-2016,1061,compulsory
R872,10012,3,2015-2016,1265,compulsory-elective
R873,10012,3,2015-2016,1223,compulsory-elective
R874,10012,3,2015-2016,1194,compulsory-elective
R875,10012,3,2015-2016,1149,compulsory-elective
R876,10012,3,2015-2016,1266,compulsory-elective
R877,10012,3,2015-2016,1206,compulsory-elective
R878,10012,3,2015-2016,1144,compulsory-elective
R879,10012,3,2015-2016,1128,compulsory-elective
R880,10012,3,2016-2017,1121,compulsory
R881,10012,3,2016-2017,1230,compulsory-elective
R882,10012,3,2016-2017,1111,compulsory-elective
R883,10012,3,2016-2017,1095,compulsory-elective
R884,10012,3,2016-2017,1284,elective
R885,10012,3,2016-2017,1243,elective
R886,10012,3,2016-2017,1225,elective
R887,10012,3,2016-2017,1223,elective
R888,10012,3,2016-2017,1221,elective
R889,10012,3,2016-2017,1089,elective
R890,10012,3,2017-2018,1233,compulsory
R891,10012,3,2017-2018,1175,compulsory
R892,10012,3,2017-2018,1229,compulsory
R893,10012,3,2017-2018,1082,compulsory
R894,10012,3,2017-2018,1275,elective
R895,10012,3,2017-2018,1085,elective
R896,10012,3,2017-2018,1083,elective
R897,10012,3,2017-2018,1045,elective
R898,10012,3,2018-2019,1063,compulsory
R899,10012,3,2018-2019,1256,compulsory-elective
R900,10012,3,2018-2019,1064,compulsory-elective
R901,10012,3,2018-2019,1260,elective
R902,10012,3,2018-2019,1248,elective
R903,10012,3,2018-2019,1145,elective
R904,10012,3,2018-2019,1072,elective
R905,10012,3,2019-2020,1225,compulsory
R906,10012,3,2019-2020,1078,compulsory
R907,10012,3,2019-2020,1233,compulsory-elective
R908,10012,3,2019-2020,1204,compulsory-elective
R909,10012,3,2019-2020,1122,compulsory-elective
R910,10012,3,2019-2020,1198,elective
R911,10012,3,2019-2020,1187,elective
R912,10012,3,2019-2020,1168,elective
R913,10012,3,2019-2020,1091,elective
R914,10012,3,2019-2020,1010,elective
R915,10012,3,2020-2021,1248,compulsory
R916,10012,3,2020-2021,1030,compulsory
R917,10012,3,2020-2021,1238,compulsory
R918,10012,3,2020-2021,1017,compulsory
R919,10012,3,2020-2021,1282,elective
R920,10012,3,2020-2021,1257,elective
R921,10012,3,2020-2021,1231,elective
R922,10012,3,2020-2021,1149,elective
R923,10012,3,2020-2021,1107,elective
R924,10012,3,2020-2021,1028,elective
R925,10012,3,2021-2022,1057,compulsory
R926,10012,3,2021-2022,1162,compulsory-elective
R927,10012,3,2021-2022,1156,compulsory-elective
R928,10012,3,2021-2022,1296,elective
R929,10012,3,2021-2022,1250,elective
R930,10012,3,2021-2022,1225,elective
R931,10012,3,2021-2022,1168,elective
R932,10012,3,2021-2022,1096,elective
R933,10012,3,2021-2022,1070,elective
R934,10012,3,2022-2023,1247,compulsory
R935,10012,3,2022-2023,1041,compulsory
R936,10012,3,2022-2023,1159,compulsory
R937,10012,3,2022-2023,1128,compulsory
R938,10012,3,2022-2023,1281,elective
R939,10012,3,2022-2023,1205,elective
R940,10012,3,2022-2023,1132,elective
R941,10012,3,2022-2023,1113,elective
R942,10012,3,2022-2023,1082,elective
R943,10012,3,2022-2023,1068,elective
R944,10012,3,2023-2024,1288,compulsory
R945,10012,3,2023-2024,1207,compulsory
R946,10012,3,2023-2024,1184,compulsory-elective
R947,10012,3,2023-2024,1183,compulsory-elective
R948,10012,3,2023-2024,1167,compulsory-elective
R949,10012,3,2023-2024,1101,compulsory-elective
R950,10012,3,2023-2024,1267,compulsory-elective
R951,10012,3,2023-2024,1114,compulsory-elective
R952,10012,3,2023-2024,1092,compulsory-elective
R953,10012,3,2023-2024,1041,compulsory-elective
R954,10013,1,2013-2014,1102,compulsory
R955,10013,1,2013-2014,1075,compulsory
R956,10013,1,2013-2014,1265,compulsory-elective
R957,10013,1,2013-2014,1180,compulsory-elective
R958,10013,1,2013-2014,1062,compulsory-elective
R959,10013,1,2013-2014,1049,compulsory-elective
R960,10013,1,2013-2014,1110,elective
R961,10013,1,2013-2014,1086,elective
R962,10013,1,2013-2014,1070,elective
R963,10013,1,2013-2014,1068,elective
R964,10013,1,2013-2014,1029,elective
R965,10013,1,2014-2015,1232,compulsory
R966,10013,1,2014-2015,1065,compulsory-elective
R967,10013,1,2014-2015,1054,compulsory-elective
R968,10013,1,2014-2015,1037,compulsory-elective
R969,10013,1,2014-2015,1280,elective
R970,10013,1,2014-2015,1201,elective
R971,10013,1,2014-2015,1190,elective
R972,10013,1,2014-2015,1095,elective
R973,10013,1,2015-2016,1279,compulsory
R974,10013,1,2015-2016,1245,compulsory
R975,10013,1,2015-2016,1226,compulsory-elective
R976,10013,1,2015-2016,1156,compulsory-elective
R977,10013,1,2015-2016,1111,compulsory-elective
R978,10013,1,2015-2016,1047,compulsory-elective
R979,10013,1,2015-2016,1264,compulsory-elective
R980,10013,1,2015-2016,1223,compulsory-elective
R981,10013,1,2015-2016,1185,compulsory-elective
R982,10013,1,2015-2016,1067,compulsory-elective
R983,10013,1,2016-2017,1287,compulsory
R984,10013,1,2016-2017,1109,compulsory
R985,10013,1,2016-2017,1227,compulsory-elective
R986,10013,1,2016-2017,1126,compulsory-elective
R987,10013,1,2016-2017,1022,compulsory-elective
R988,10013,1,2016-2017,1146,elective
R989,10013,1,2016-2017,1098,elective
R990,10013,1,2016-2017,1070,elective
R991,10013,1,2016-2017,1065,elective
R992,10013,1,2017-2018,1224,compulsory
R993,10013,1,2017-2018,1278,compulsory-elective
R994,10013,1,2017-2018,1168,compulsory-elective
R995,10013,1,2017-2018,1139,compulsory-elective
R996,10013,1,2017-2018,1128,compulsory-elective
R997,10013,1,2017-2018,1255,compulsory-elective
R998,10013,1,2017-2018,1183,compulsory-elective
R999,10013,1,2017-2018,1022,compulsory-elective
R1000,10013,1,2017-2018,1012,compulsory-elective
R1001,10013,1,2018-2019,1157,compulsory
R1002,10013,1,2018-2019,1064,compulsory
R1003,10013,1,2018-2019,1184,compulsory
R1004,10013,1,2018-2019,1177,compulsory
R1005,10013,1,2018-2019,1206,elective
R1006,10013,1,2018-2019,1148,elective
R1007,10013,1,2018-2019,1086,elective
R1008,10013,1,2018-2019,1005,elective
R1009,10013,1,2019-2020,1178,compulsory
R1010,10013,1,2019-2020,1080,compulsory
R1011,10013,1,2019-2020,1240,compulsory
R1012,10013,1,2019-2020,1009,compulsory
R1013,10013,1,2019-2020,1234,elective
R1014,10013,1,2019-2020,1194,elective
R1015,10013,1,2019-2020,1126,elective
R1016,10013,1,2019-2020,1075,elective
R1017,10013,1,2020-2021,1250,compulsory
R1018,10013,1,2020-2021,1091,compulsory
R1019,10013,1,2020-2021,1086,compulsory
R1020,10013,1,2020-2021,1050,compulsory
R1021,10013,1,2020-2021,1263,elective
R1022,10013,1,2020-2021,1255,elective
R1023,10013,1,2020-2021,1240,elective
R1024,10013,1,2020-2021,1238,elective
R1025,10013,1,2020-2021,1228,elective
R1026,10013,1,2020-2021,1222,elective
R1027,10013,1,2021-2022,1189,compulsory
R1028,10013,1,2021-2022,1076,compulsory
R1029,10013,1,2021-2022,1205,compulsory-elective
R1030,10013,1,2021-2022,1149,compulsory-elective
R1031,10013,1,2021-2022,1069,compulsory-elective
R1032,10013,1,2021-2022,1289,elective
R1033,10013,1,2021-2022,1276,elective
R1034,10013,1,2021-2022,1258,elective
R1035,10013,1,2021-2022,1147,elective
R1036,10013,1,2021-2022,1082,elective
R1037,10013,1,2021-2022,1060,elective
R1038,10013,1,2022-2023,1105,compulsory
R1039,10013,1,2022-2023,1174,compulsory-elective
R1040,10013,1,2022-2023,1113,compulsory-elective
R1041,10013,1,2022-2023,1020,compulsory-elective
R1042,10013,1,2022-2023,1299,elective
R1043,10013,1,2022-2023,1243,elective
R1044,10013,1,2022-2023,1183,elective
R1045,10013,1,2022-2023,1178,elective
R1046,10013,1,2022-2023,1079,elective
R1047,10013,1,2022-2023,1042,elective
R1048,10013,1,2023-2024,1278,compulsory
R1049,10013,1,2023-2024,1131,compulsory
R1050,10013,1,2023-2024,1258,compulsory-elective
R1051,10013,1,2023-2024,1204,compulsory-elective
R1052,10013,1,2023-2024,1024,compulsory-elective
R1053,10013,1,2023-2024,1216,elective
R1054,10013,1,2023-2024,1148,elective
R1055,10013,1,2023-2024,1119,elective
R1056,10013,1,2023-2024,1091,elective
R1057,10013,1,2023-2024,1054,elective
R1058,10013,2,2013-2014,1205,compulsory
R1059,10013,2,2013-2014,1072,compulsory
R1060,10013,2,2013-2014,1270,compulsory-elective
R1061,10013,2,2013-2014,1137,compulsory-elective
R1062,10013,2,2013-2014,1124,compulsory-elective
R1063,10013,2,2013-2014,1107,compulsory-elective
R1064,10013,2,2013-2014,1199,elective
R1065,10013,2,2013-2014,1138,elective
R1066,10013,2,2013-2014,1076,elective
R1067,10013,2,2013-2014,1073,elective
R1068,10013,2,2013-2014,1057,elective
R1069,10013,2,2013-2014,1023,elective
R1070,10013,2,2014-2015,1093,compulsory
R1071,10013,2,2014-2015,1071,compulsory
R1072,10013,2,2014-2015,1174,compulsory
R1073,10013,2,2014-2015,1138,compulsory
R1074,10013,2,2014-2015,1199,elective
